WORD	DIFF	FREQ
construction 	6.46342964459e-05 	4
destruction 	6.46342964459e-05 	4
disant 	6.46342964459e-05 	4
divinité 	6.46342964459e-05 	4
dresse 	6.46342964459e-05 	4
déblaiement 	6.46342964459e-05 	4
défense 	6.46342964459e-05 	4
détruite 	6.46342964459e-05 	4
envoie 	6.46342964459e-05 	4
faudrait 	6.46342964459e-05 	4
fléau 	6.46342964459e-05 	4
gravité 	6.46342964459e-05 	4
hospice 	6.46342964459e-05 	4
immédiates 	6.46342964459e-05 	4
individus 	6.46342964459e-05 	4
jugé 	6.46342964459e-05 	4
laisse 	6.46342964459e-05 	4
large 	6.46342964459e-05 	4
magnifique 	6.46342964459e-05 	4
ornements 	6.46342964459e-05 	4
parer 	6.46342964459e-05 	4
particulièrement 	6.46342964459e-05 	4
poignante 	6.46342964459e-05 	4
prière 	6.46342964459e-05 	4
profonde 	6.46342964459e-05 	4
profondes 	6.46342964459e-05 	4
propres 	6.46342964459e-05 	4
provenant 	6.46342964459e-05 	4
présidence 	6.46342964459e-05 	4
pût 	6.46342964459e-05 	4
rappeler 	6.46342964459e-05 	4
rendu 	6.46342964459e-05 	4
répandent 	6.46342964459e-05 	4
sage 	6.46342964459e-05 	4
semblait 	6.46342964459e-05 	4
signaler 	6.46342964459e-05 	4
signifie 	6.46342964459e-05 	4
silence 	6.46342964459e-05 	4
songe 	6.46342964459e-05 	4
sympathie 	6.46342964459e-05 	4
sûr 	6.46342964459e-05 	4
tromper 	6.46342964459e-05 	4
unanimement 	6.46342964459e-05 	4
vivant 	6.46342964459e-05 	4
voulons 	6.46342964459e-05 	4
émotions 	6.46342964459e-05 	4
étrangers 	6.46342964459e-05 	4
abattu 	6.29009938357e-05 	1
abbé 	6.29009938357e-05 	1
abime 	6.29009938357e-05 	1
abondant 	6.29009938357e-05 	1
aboutir 	6.29009938357e-05 	1
abrités 	6.29009938357e-05 	1
absorbés 	6.29009938357e-05 	1
abstention 	6.29009938357e-05 	1
acceptons 	6.29009938357e-05 	1
accompli 	6.29009938357e-05 	1
accomplir 	6.29009938357e-05 	1
accorde 	6.29009938357e-05 	1
accordent 	6.29009938357e-05 	1
accumulées 	6.29009938357e-05 	1
acharnée 	6.29009938357e-05 	1
acidents 	6.29009938357e-05 	1
acords 	6.29009938357e-05 	1
active 	6.29009938357e-05 	1
activement 	6.29009938357e-05 	1
adjoints 	6.29009938357e-05 	1
adminstratifs 	6.29009938357e-05 	1
admirée 	6.29009938357e-05 	1
adorons 	6.29009938357e-05 	1
adoucir 	6.29009938357e-05 	1
adressait 	6.29009938357e-05 	1
adresses 	6.29009938357e-05 	1
adroit 	6.29009938357e-05 	1
adroite 	6.29009938357e-05 	1
advienne 	6.29009938357e-05 	1
afaires 	6.29009938357e-05 	1
affaissé 	6.29009938357e-05 	1
affecté 	6.29009938357e-05 	1
affectée 	6.29009938357e-05 	1
affliction 	6.29009938357e-05 	1
affrété 	6.29009938357e-05 	1
afinede 	6.29009938357e-05 	1
aggravation 	6.29009938357e-05 	1
aggraver 	6.29009938357e-05 	1
aggravés 	6.29009938357e-05 	1
aggreseurs 	6.29009938357e-05 	1
agissons 	6.29009938357e-05 	1
agitateurs 	6.29009938357e-05 	1
agitation 	6.29009938357e-05 	1
agréable 	6.29009938357e-05 	1
agréez 	6.29009938357e-05 	1
aiderons 	6.29009938357e-05 	1
aise 	6.29009938357e-05 	1
allé 	6.29009938357e-05 	1
allégement 	6.29009938357e-05 	1
alué 	6.29009938357e-05 	1
amies 	6.29009938357e-05 	1
amère 	6.29009938357e-05 	1
ancienne 	6.29009938357e-05 	1
anglaise 	6.29009938357e-05 	1
annonceront 	6.29009938357e-05 	1
annonçant 	6.29009938357e-05 	1
anormale 	6.29009938357e-05 	1
anéantie 	6.29009938357e-05 	1
août 	6.29009938357e-05 	1
apparaissait 	6.29009938357e-05 	1
